701631.30463, 3,   0.452,  9.650, -2.218
701631.32450, 3,   0.452,  9.650, -2.218
701631.34437, 3,   0.608,  9.552, -2.917, 4,   0.013,  0.044,  0.089
701631.36423, 3,   0.495,  9.545, -2.807
701631.38410, 3,   0.419,  9.626, -2.642
701631.40397, 3,   0.514,  9.614, -2.601, 4,  -0.002, -0.000, -0.004, 5,  16.750,-44.612, 10.876
701631.42384, 3,   0.584,  9.617, -2.505
701631.44373, 3,   0.577,  9.667, -2.410
701631.46357, 3,   0.546,  9.638, -2.405, 4,  -0.004,  0.002, -0.009, 5,  15.961,-44.859, 11.551
701631.48344, 3,   0.495,  9.655, -2.457
701631.50330, 3,   0.502,  9.665, -2.453
701631.52317, 3,   0.550,  9.617, -2.352, 4,  -0.006, -0.009, -0.012
701631.54304, 3,   0.567,  9.679, -2.412
701631.56290, 3,   0.450,  9.633, -2.479
701631.58277, 3,   0.335,  9.610, -2.491, 4,  -0.007, -0.018, -0.016, 5,  16.586,-44.530, 11.964
701631.60264, 3,   0.364,  9.653, -2.503
701631.62250, 3,   0.380,  9.600, -2.570
701631.64237, 3,   0.416,  9.578, -2.601, 4,  -0.008, -0.032, -0.015
701631.66224, 3,   0.467,  9.600, -2.603
701631.68211, 3,   0.541,  9.598, -2.673
701631.70197, 3,   0.517,  9.586, -2.706, 4,  -0.007, -0.030, -0.015, 5,  16.818,-44.479, 12.123
701631.72187, 3,   0.388,  9.567, -2.553
701631.74171, 3,   0.275,  9.605, -2.582
701631.76157, 3,   0.285,  9.660, -2.685, 4,  -0.006, -0.009, -0.019, 5,  17.274,-45.476, 12.521
701631.78144, 3,   0.304,  9.657, -2.575
701631.80131, 3,   0.349,  9.574, -2.326
701631.82117, 3,   0.452,  9.624, -2.508, 4,  -0.007, -0.008, -0.017, 5,  16.414,-45.610, 11.816
701631.84104, 3,   0.543,  9.665, -2.637
701631.86091, 3,   0.692,  9.626, -2.515
701631.88078, 3,   0.711,  9.610, -2.520, 4,  -0.006,  0.001, -0.021, 5,  17.035,-45.007, 11.830
701631.90064, 3,   0.555,  9.576, -2.608
701631.92051, 3,   0.778,  9.801, -3.369
701631.94038, 3,   0.806,  9.578, -3.218, 4,  -0.012,  0.061, -0.042, 5,  17.709,-44.264, 11.514
701631.96024, 3,  -0.885,  9.940,  0.258
701631.98011, 3,   0.304,  9.569, -3.642
701631.99998, 3,  -0.089,  9.389, -3.596, 4,   0.007,  0.026, -0.046, 5,  18.158,-45.392, 13.362
701632.01984, 3,  -0.084,  9.894, -1.816
701632.03971, 3,   0.309,  9.701, -2.010
701632.05958, 3,   0.560,  9.490, -3.001, 4,  -0.011, -0.007, -0.023
701632.07944, 3,  -0.124,  9.765, -2.063
701632.09931, 3,  -0.196,  9.629, -2.003
701632.11918, 3,   0.026,  9.583, -2.534, 4,  -0.005,  0.096, -0.013, 5,  19.147,-45.715, 12.790
701632.13905, 3,   0.160,  9.794, -2.740
701632.15891, 3,   0.670,  9.526, -3.103
701632.17878, 3,   0.964,  9.521, -3.096, 4,  -0.013,  0.054,  0.003
701632.19865, 3,   0.778,  9.631, -2.658
701632.21851, 3,   0.507,  9.500, -2.644
701632.23838, 3,   0.424,  9.500, -2.768, 4,  -0.022,  0.134, -0.016, 5,  17.914,-46.722, 13.445
701632.25825, 3,   0.383,  9.490, -2.804
701632.27811, 3,   0.189,  9.626, -2.656
701632.29798, 3,   0.134,  9.677, -2.697, 4,  -0.006,  0.013, -0.036, 5,  18.713,-45.985, 14.229
701632.31785, 3,   0.187,  9.574, -2.582
701632.33771, 3,   0.390,  9.672, -2.338
701632.35758, 3,   0.524,  9.669, -2.177, 4,   0.000, -0.035, -0.034, 5,  17.308,-44.466, 11.938
701632.37745, 3,   0.519,  9.679, -2.254
701632.39732, 3,   0.507,  9.717, -2.417
701632.41718, 3,   0.438,  9.765, -2.400, 4,   0.009, -0.019, -0.040, 5,  19.614,-44.943, 13.565
701632.43705, 3,   0.500,  9.701, -2.149
701632.45692, 3,   0.467,  9.677, -1.981
701632.47678, 3,   0.237,  9.768, -1.720, 4,  -0.009,  0.024, -0.049, 5,  18.274,-44.815, 11.957
701632.49665, 3,  -0.022,  9.827, -1.735
701632.51652, 3,  -0.321,  9.779, -1.864
701632.53638, 3,  -0.335,  9.660, -2.072, 4,  -0.001, -0.042, -0.043
701632.55625, 3,  -0.019,  9.827, -1.816
701632.57612, 3,   0.404,  9.705, -1.005
701632.59599, 3,   0.936,  9.880, -2.426, 4,   0.016, -0.101, -0.020, 5,  21.782,-47.806, 14.198
701632.61585, 3,   0.316,  9.602, -3.898
701632.63572, 3,  -0.124,  9.882, -3.525
701632.65559, 3,   0.091,  9.763, -2.565, 4,   0.010, -0.018, -0.023, 5,  18.604,-45.888, 14.125
701632.67545, 3,   0.313,  9.437, -2.417
701632.69532, 3,   0.292,  9.698, -2.230
701632.71519, 3,   0.074,  9.689, -2.201, 4,  -0.039, -0.080, -0.018
701632.73505, 3,  -0.373,  9.610, -2.625
701632.75492, 3,  -0.330,  9.748, -2.986
701632.77479, 3,  -0.275,  9.514, -2.692, 4,   0.001, -0.065, -0.017, 5,  18.350,-44.864, 12.648
701632.79465, 3,  -0.321,  9.478, -2.187
701632.81452, 3,   0.321,  9.739, -2.017
701632.83439, 3,   0.313,  9.686, -2.118, 4,  -0.028, -0.129,  0.012, 5,  17.502,-43.851, 11.502
701632.85426, 3,  -0.268,  9.578, -2.077
701632.87412, 3,  -0.378,  9.739, -2.276
701632.89399, 3,  -0.022,  8.959, -2.625, 4,   0.005, -0.046,  0.014, 5,  18.021,-45.702, 12.740
701632.91386, 3,  -1.036,  9.744, -2.764
701632.93372, 3,  -1.761, 11.277, -3.718
701632.95359, 3,  -1.673,  8.516, -2.051, 4,   0.011,  0.015,  0.044, 5,  18.910,-45.178, 12.968
701632.97346, 3,  -0.995,  9.366, -2.089
701632.99332, 3,  -1.010,  9.602, -2.302
701633.01319, 3,  -0.677,  9.210, -3.350, 4,   0.028, -0.047,  0.125, 5,  18.808,-45.125, 12.172
701633.03306, 3,  -0.203,  9.717, -4.338
701633.05292, 3,  -0.299,  9.576, -3.711
701633.07218, 3,  -0.282,  9.454, -2.955, 4,   0.051, -0.046,  0.176
701633.09266, 3,   0.591,  9.387, -3.405
701633.11250, 3,   1.469,  9.181, -4.147
701633.13236, 3,   1.208,  9.416, -3.221, 4,   0.010, -0.116,  0.180, 5,  17.650,-47.075, 12.514
701633.15226, 3,   0.924,  9.260, -3.546
701633.17213, 3,   0.359,  9.267, -3.441
701633.19199, 3,   0.380,  9.437, -4.269, 4,   0.022, -0.080,  0.136, 5,  15.569,-45.930, 10.524
701633.21186, 3,   0.517,  9.334, -3.809
701633.23173, 3,   0.206,  9.157, -3.960
701633.25159, 3,   0.653,  8.844, -4.515, 4,   0.024, -0.269,  0.117
701633.27146, 3,   1.290,  9.095, -5.200
701633.29133, 3,   2.627,  9.105, -5.465
701633.31120, 3,   2.323,  8.956, -4.833, 4,  -0.017, -0.485,  0.082, 5,  16.785,-45.784, 12.122
701633.33106, 3,   2.027,  9.397, -4.477
701633.35093, 3,   1.694,  9.387, -5.293
701633.37080, 3,   0.713,  8.341, -5.092, 4,  -0.039, -0.281, -0.022, 5,  15.300,-44.521, 10.463
701633.39066, 3,   0.495,  8.913, -6.099
701633.41050, 3,   0.182,  8.569, -5.812
701633.43040, 3,   0.270,  9.181, -5.006, 4,  -0.075, -0.344, -0.076, 5,  17.410,-46.234, 10.471
701633.45026, 3,   0.160,  8.786, -4.465
701633.47013, 3,   0.254,  8.602, -4.355
701633.49000, 3,  -0.036,  8.121, -4.664, 4,  -0.092, -0.551, -0.093, 5,  17.651,-45.575, 10.783
701633.50986, 3,  -0.213,  9.540, -5.044
701633.52973, 3,  -0.957,  9.050, -4.939
701633.54960, 3,  -0.550,  9.330, -3.173, 4,  -0.075, -0.716, -0.077, 5,  17.804,-45.160,  8.444
701633.56947, 3,  -1.005,  9.571, -0.790
701633.58933, 3,  -1.318,  8.382, -0.141
701633.60920, 3,  -0.792,  8.023, -2.790, 4,  -0.021, -0.648, -0.017, 5,  18.564,-43.793,  6.958
701633.62907, 3,  -0.627,  9.217, -3.848
701633.64893, 3,  -1.984, 11.112, -5.338
701633.66880, 3,  -3.010, 10.162, -3.580, 4,   0.135, -0.275,  0.075, 5,  17.070,-44.716,  8.054
701633.68864, 3,  -0.639, 10.390, -2.886
701633.70850, 3,   1.359,  8.978, -2.321
701633.72840, 3,   1.869,  9.121, -3.360, 4,   0.052,  0.053,  0.158
701633.74827, 3,   2.065,  9.220, -3.706
701633.76813, 3,  -0.172,  9.497, -2.802
701633.78800, 3,  -2.187,  9.935, -2.103, 4,   0.044,  0.543,  0.105, 5,  17.653,-45.877,  9.315
701633.80787, 3,  -1.110, 11.203, -2.584
701633.82774, 3,  -0.105,  9.610, -2.115
701633.84760, 3,   0.258,  9.581, -2.443, 4,  -0.022,  0.256,  0.115, 5,  15.860,-45.209,  9.282
701633.86747, 3,  -0.287,  8.887, -2.338
701633.88734, 3,  -0.826,  9.543, -3.450
701633.90720, 3,  -0.636,  9.294, -4.022, 4,   0.010, -0.013,  0.103
701633.92707, 3,  -0.218,  9.961, -5.843
701633.94694, 3,   1.072,  8.026, -4.226
701633.96677, 3,   2.697,  7.810, -4.348, 4,  -0.044, -0.523,  0.137, 5,  15.381,-45.375,  8.125
701633.98664, 3,   2.032,  7.717, -6.760
701634.00654, 3,   5.020, 12.175, -5.573
701634.02641, 3,   6.197, 10.768, -4.501, 4,  -0.058, -1.037,  0.052, 5,  13.910,-46.454,  7.541
701634.04627, 3,   2.785,  6.049, -4.271
701634.06614, 3,   2.893,  5.477, -6.071
701634.08601, 3,   1.017,  7.966, -9.710, 4,  -0.028, -1.352, -0.112, 5,  14.743,-45.776,  5.995
701634.10587, 3,   1.161,  9.440, -6.398
701634.12574, 3,   2.429,  8.980, -3.989
701634.14561, 3,   3.044,  8.224, -2.924, 4,  -0.197, -1.191, -0.092, 5,  16.080,-44.342,  4.066
701634.16547, 3,   1.560, 10.091, -3.939
701634.18534, 3,  -0.424, 10.983, -2.946
701634.20521, 3,  -0.876,  9.705, -1.570, 4,  -0.159, -0.614, -0.154, 5,  16.632,-43.813,  3.075
701634.22507, 3,  -2.295,  7.750, -2.699
701634.24491, 3,  -3.221,  7.858, -3.312
701634.26478, 3,  -2.768,  8.789, -2.498, 4,  -0.101, -1.088, -0.103
701634.28468, 3,  -0.361,  9.849, -1.737
701634.30454, 3,  -0.971, 11.766, -3.041
701634.32441, 3,  -0.017,  8.047, -0.067, 4,  -0.030, -1.607,  0.101, 5,  14.659,-42.366,  0.813
701634.34428, 3,   1.153,  9.490, -2.142
701634.36414, 3,   2.338, 10.258, -2.264
701634.38401, 3,  -0.964, 10.820, -3.013, 4,   0.159, -1.079,  0.203, 5,  12.927,-44.514,  0.481
701634.40388, 3,  -2.072, 11.055, -1.783
701634.42374, 3,  -0.562,  9.246,  0.869
701634.44361, 3,  -0.373,  9.595,  0.167, 4,   0.103, -0.272,  0.279
701634.46348, 3,  -1.201, 10.710, -0.249
701634.48334, 3,  -2.524,  7.686, -2.278
701634.50321, 3,  -3.539, 10.902, -2.201, 4,   0.178,  0.031,  0.343, 5,  13.620,-44.835,  1.054
701634.52305, 3,  -4.410, 12.881, -4.135
701634.54292, 3,  -2.539, 12.462, -4.130
701634.56278, 3,   3.245,  5.803,  0.759, 4,   0.122,  0.121,  0.484, 5,  11.511,-46.414, -0.240
